CpG_chrm	CpG_beg	CpG_end	beta
chr11	75943227.0	75943229.0	0.51
chr11	75945840.0	75945842.0	0.78
chr11	75946228.0	75946230.0	0.88
chr11	75946451.0	75946453.0	0.36
chr11	75946679.0	75946681.0	0.23
chr11	75946702.0	75946704.0	0.12
chr11	75946801.0	75946803.0	0.05
chr11	75946961.0	75946963.0	0.15
chr11	75947455.0	75947457.0	0.06
chr11	75947636.0	75947638.0	0.03
chr11	75950761.0	75950763.0	0.11
chr11	75968190.0	75968192.0	0.29
chr11	75977513.0	75977515.0	0.46
chr11	75989013.0	75989015.0	0.93
chr11	75993520.0	75993522.0	0.9
chr11	75996256.0	75996258.0	0.88
chr11	76018701.0	76018703.0	0.93
chr11	76025188.0	76025190.0	0.96
chr11	76030130.0	76030132.0	0.9
chr11	76031932.0	76031934.0	0.74
chr11	76033053.0	76033055.0	0.83
chr11	76033096.0	76033098.0	0.79
chr11	76033366.0	76033368.0	0.76
chr11	76033390.0	76033392.0	0.84
chr11	76033472.0	76033474.0	0.7
chr11	76037065.0	76037067.0	0.72
chr11	76040636.0	76040638.0	0.73
chr11	76061437.0	76061439.0	0.79
chr11	76088725.0	76088727.0	0.59
chr11	76090075.0	76090077.0	0.9
chr11	76091673.0	76091675.0	0.68
chr11	76091835.0	76091837.0	0.85
chr11	76091880.0	76091882.0	0.83
chr11	76091883.0	76091885.0	0.97
chr11	76092055.0	76092057.0	0.92
chr11	76092310.0	76092312.0	0.75
chr11	76092428.0	76092430.0	0.8
chr11	76092434.0	76092436.0	0.91
chr11	76092534.0	76092536.0	0.93
chr11	76093055.0	76093057.0	0.92
chr11	76096455.0	76096457.0	0.62
chr11	76152668.0	76152670.0	0.77
chr11	76155378.0	76155380.0	0.51
chr11	76155486.0	76155488.0	0.95
chr11	76155646.0	76155648.0	0.8
chr11	76155766.0	76155768.0	0.66
chr11	76155920.0	76155922.0	0.62
chr11	76156039.0	76156041.0	0.92
chr11	76156041.0	76156043.0	0.9
chr11	76156043.0	76156045.0	0.8
chr11	76156049.0	76156051.0	0.94
chr11	76156095.0	76156097.0	0.47
chr11	76156133.0	76156135.0	0.69
chr11	76156396.0	76156398.0	0.55
chr11	76156625.0	76156627.0	0.93
chr11	76156921.0	76156923.0	0.96
chr11	76159159.0	76159161.0	0.96
chr11	76166865.0	76166867.0	0.75
chr11	76168948.0	76168950.0	0.85
chr11	76222034.0	76222036.0	0.6
chr11	76261996.0	76261998.0	0.89
chr11	76265320.0	76265322.0	0.84
chr11	76289699.0	76289701.0	0.9
chr11	76293718.0	76293720.0	0.83
chr11	76293838.0	76293840.0	0.93
chr11	76294319.0	76294321.0	0.83
chr11	76299681.0	76299683.0	0.9
chr11	76299818.0	76299820.0	0.71
chr11	76315512.0	76315514.0	0.97
chr11	76319231.0	76319233.0	0.69
chr11	76320969.0	76320971.0	0.95
chr11	76327231.0	76327233.0	0.93
chr11	76334449.0	76334451.0	0.9
chr11	76340764.0	76340766.0	0.93
chr11	76348763.0	76348765.0	0.98
chr11	76363708.0	76363710.0	0.97
chr11	76367176.0	76367178.0	0.78
chr11	76370509.0	76370511.0	0.96
chr11	76371931.0	76371933.0	0.55
chr11	76371945.0	76371947.0	0.91
chr11	76372127.0	76372129.0	0.96
chr11	76376063.0	76376065.0	0.96
chr11	76377571.0	76377573.0	0.78
chr11	76380604.0	76380606.0	0.98
chr11	76380920.0	76380922.0	0.85
chr11	76381039.0	76381041.0	0.93
chr11	76381043.0	76381045.0	0.61
chr11	76381080.0	76381082.0	0.89
chr11	76381104.0	76381106.0	0.95
chr11	76381147.0	76381149.0	0.82
chr11	76381164.0	76381166.0	0.9
chr11	76381235.0	76381237.0	0.47
chr11	76381449.0	76381451.0	0.08
chr11	76381686.0	76381688.0	0.04
chr11	76381790.0	76381792.0	0.05
chr11	76381799.0	76381801.0	0.01
chr11	76381936.0	76381938.0	0.02
chr11	76381970.0	76381972.0	0.08
chr11	76382127.0	76382129.0	0.01
chr11	76382148.0	76382150.0	0.04
chr11	76382793.0	76382795.0	0.09
chr11	76384619.0	76384621.0	0.04
chr11	76391252.0	76391254.0	0.08
chr11	76397219.0	76397221.0	0.66
chr11	76401494.0	76401496.0	0.6
chr11	76410146.0	76410148.0	0.78
chr11	76411794.0	76411796.0	0.51
chr11	76414042.0	76414044.0	0.64
chr11	76414903.0	76414905.0	0.01
chr11	76430374.0	76430376.0	0.05
chr11	76430444.0	76430446.0	0.04
chr11	76430514.0	76430516.0	0.02
chr11	76432799.0	76432801.0	0.01
chr11	76432846.0	76432848.0	0.03
chr11	76432871.0	76432873.0	0.04
chr11	76432937.0	76432939.0	0.05
chr11	76432962.0	76432964.0	0.07
chr11	76432982.0	76432984.0	0.05
chr11	76432984.0	76432986.0	0.85
chr11	76432998.0	76433000.0	0.76
chr11	76433072.0	76433074.0	0.9
chr11	76433172.0	76433174.0	0.86
chr11	76433292.0	76433294.0	0.94
chr11	76433299.0	76433301.0	0.95
chr11	76464025.0	76464027.0	0.91
chr11	76470634.0	76470636.0	0.88
chr11	76474734.0	76474736.0	0.97
chr11	76481976.0	76481978.0	0.89
chr11	76492259.0	76492261.0	0.87
chr11	76493488.0	76493490.0	0.75
chr11	76493544.0	76493546.0	0.67
chr11	76493875.0	76493877.0	0.81
chr11	76494101.0	76494103.0	0.82
chr11	76494103.0	76494105.0	0.85
chr11	76494166.0	76494168.0	0.93
chr11	76494175.0	76494177.0	0.96
chr11	76494207.0	76494209.0	0.04
chr11	76494225.0	76494227.0	0.86
chr11	76494704.0	76494706.0	0.96
chr11	76494941.0	76494943.0	0.93
chr11	76495288.0	76495290.0	0.23
chr11	76495525.0	76495527.0	0.06
chr11	76495748.0	76495750.0	0.09
chr11	76498700.0	76498702.0	0.01
chr11	76504540.0	76504542.0	0.01
chr11	76506901.0	76506903.0	0.01
chr11	76507175.0	76507177.0	0.01
chr11	76507207.0	76507209.0	0.02
chr11	76508322.0	76508324.0	0.01
chr11	76510322.0	76510324.0	0.63
chr11	76510465.0	76510467.0	0.74
chr11	76510578.0	76510580.0	0.97
chr11	76510870.0	76510872.0	0.95
chr11	76513963.0	76513965.0	0.95
chr11	76516375.0	76516377.0	0.91
chr11	76535563.0	76535565.0	0.95
chr11	76548906.0	76548908.0	0.74
chr11	76569452.0	76569454.0	0.77
chr11	76571457.0	76571459.0	0.77
chr11	76571533.0	76571535.0	0.87
chr11	76571609.0	76571611.0	0.84
chr11	76572060.0	76572062.0	0.95
chr11	76572112.0	76572114.0	0.95
chr11	76572254.0	76572256.0	0.95
chr11	76614478.0	76614480.0	0.85
chr11	76644974.0	76644976.0	0.96
chr11	76652095.0	76652097.0	0.97
chr11	76709255.0	76709257.0	0.93
chr11	76723173.0	76723175.0	0.97
chr11	76731588.0	76731590.0	0.96
chr11	76733235.0	76733237.0	0.92
chr11	76744075.0	76744077.0	0.93
chr11	76744969.0	76744971.0	0.97
chr11	76745086.0	76745088.0	0.9
chr11	76745430.0	76745432.0	0.95
chr11	76747512.0	76747514.0	0.98
chr11	76750183.0	76750185.0	0.86
chr11	76750412.0	76750414.0	0.71
chr11	76750692.0	76750694.0	0.95
chr11	76751368.0	76751370.0	0.93
chr11	76751595.0	76751597.0	0.81
chr11	76751776.0	76751778.0	0.81
chr11	76752588.0	76752590.0	0.89
chr11	76753133.0	76753135.0	0.88
chr11	76755546.0	76755548.0	0.73
chr11	76757005.0	76757007.0	0.87
chr11	76757137.0	76757139.0	0.91
chr11	76757170.0	76757172.0	0.97
chr11	76757172.0	76757174.0	0.86
chr11	76757277.0	76757279.0	0.83
chr11	76761065.0	76761067.0	0.82
chr11	76775374.0	76775376.0	0.93
chr11	76777324.0	76777326.0	0.94
chr11	76777528.0	76777530.0	0.91
chr11	76777618.0	76777620.0	0.93
chr11	76777698.0	76777700.0	0.97
chr11	76777794.0	76777796.0	0.96
chr11	76777821.0	76777823.0	0.97
chr11	76777862.0	76777864.0	0.94
chr11	76777880.0	76777882.0	0.45
chr11	76778246.0	76778248.0	0.85
chr11	76779063.0	76779065.0	0.1
chr11	76781636.0	76781638.0	0.26
chr11	76784046.0	76784048.0	0.89
chr11	76802003.0	76802005.0	0.41
chr11	76803665.0	76803667.0	0.97
chr11	76811859.0	76811861.0	0.81
chr11	76812595.0	76812597.0	0.67
chr11	76812718.0	76812720.0	0.88
chr11	76813827.0	76813829.0	0.94
chr11	76813987.0	76813989.0	0.56
chr11	76814147.0	76814149.0	0.73
chr11	76814244.0	76814246.0	0.89
chr11	76814823.0	76814825.0	0.8
chr11	76818074.0	76818076.0	0.94
chr11	76818701.0	76818703.0	0.85
chr11	76824253.0	76824255.0	0.96
chr11	76831779.0	76831781.0	0.81
chr11	76831805.0	76831807.0	0.88
chr11	76831845.0	76831847.0	0.98
chr11	76836459.0	76836461.0	0.75
chr11	76838497.0	76838499.0	0.91
chr11	76838548.0	76838550.0	0.98
chr11	76838559.0	76838561.0	0.88
chr11	76838676.0	76838678.0	0.96
chr11	76838748.0	76838750.0	0.8
chr11	76839128.0	76839130.0	0.84
chr11	76839190.0	76839192.0	0.7
chr11	76839204.0	76839206.0	0.69
chr11	76839216.0	76839218.0	0.98
chr11	76839475.0	76839477.0	0.89
chr11	76840240.0	76840242.0	0.73
chr11	76848053.0	76848055.0	0.93
chr11	76849100.0	76849102.0	0.88
chr11	76849323.0	76849325.0	0.91
chr11	76849450.0	76849452.0	0.69
chr11	76849563.0	76849565.0	0.76
chr11	76850350.0	76850352.0	0.93
chr11	76852812.0	76852814.0	0.68
chr11	76856175.0	76856177.0	0.87
chr11	76858647.0	76858649.0	0.82
chr11	76858728.0	76858730.0	0.91
chr11	76858758.0	76858760.0	0.84
chr11	76858946.0	76858948.0	0.84
chr11	76859009.0	76859011.0	0.92
chr11	76859055.0	76859057.0	0.95
chr11	76859386.0	76859388.0	0.84
chr11	76861984.0	76861986.0	0.67
chr11	76882430.0	76882432.0	0.88
chr11	76884242.0	76884244.0	0.87
chr11	76887138.0	76887140.0	0.95
chr11	76889930.0	76889932.0	0.98
chr11	76890783.0	76890785.0	0.86
chr11	76890852.0	76890854.0	0.89
chr11	76890984.0	76890986.0	0.9
chr11	76894468.0	76894470.0	0.89
chr11	76895868.0	76895870.0	0.9
chr11	76900303.0	76900305.0	0.98
chr11	76901070.0	76901072.0	0.98
chr11	76901161.0	76901163.0	0.91
chr11	76901187.0	76901189.0	0.96
chr11	76902991.0	76902993.0	0.98
chr11	76903133.0	76903135.0	0.89
chr11	76903182.0	76903184.0	0.93
chr11	76925993.0	76925995.0	0.95
chr11	76927758.0	76927760.0	0.82
chr11	76998220.0	76998222.0	0.96
chr11	76998500.0	76998502.0	0.95
chr11	76998820.0	76998822.0	0.84
chr11	76998831.0	76998833.0	0.86
chr11	76998856.0	76998858.0	0.95
chr11	77012505.0	77012507.0	0.94
chr11	77012571.0	77012573.0	0.72
chr11	77024567.0	77024569.0	0.93
chr11	77024605.0	77024607.0	0.72
chr11	77024666.0	77024668.0	0.75
chr11	77033663.0	77033665.0	0.6
chr11	77057307.0	77057309.0	0.79
chr11	77093000.0	77093002.0	0.7
chr11	77118760.0	77118762.0	0.94
chr11	77121863.0	77121865.0	0.94
chr11	77122838.0	77122840.0	0.91
chr11	77122863.0	77122865.0	0.97
chr11	77122928.0	77122930.0	0.7
chr11	77123046.0	77123048.0	0.89
chr11	77123330.0	77123332.0	0.72
chr11	77125156.0	77125158.0	0.95
chr11	77130018.0	77130020.0	0.82
chr11	77158422.0	77158424.0	0.68
chr11	77160346.0	77160348.0	0.76
chr11	77168513.0	77168515.0	0.86
chr11	77180549.0	77180551.0	0.77
chr11	77182074.0	77182076.0	0.81
chr11	77183437.0	77183439.0	0.58
chr11	77183806.0	77183808.0	0.84
chr11	77184193.0	77184195.0	0.57
chr11	77184924.0	77184926.0	0.87
chr11	77185126.0	77185128.0	0.93
chr11	77185128.0	77185130.0	0.69
chr11	77185353.0	77185355.0	0.61
chr11	77185397.0	77185399.0	0.63
chr11	77185491.0	77185493.0	0.56
chr11	77185669.0	77185671.0	0.66
chr11	77189391.0	77189393.0	0.59
chr11	77222961.0	77222963.0	0.61
chr11	77236517.0	77236519.0	0.61
chr11	77259595.0	77259597.0	0.62
chr11	77271313.0	77271315.0	0.58
chr11	77283116.0	77283118.0	0.56
chr11	77296742.0	77296744.0	0.87
chr11	77299804.0	77299806.0	0.74
chr11	77299959.0	77299961.0	0.95
chr11	77299961.0	77299963.0	0.67
chr11	77300485.0	77300487.0	0.91
chr11	77300503.0	77300505.0	0.86
chr11	77300529.0	77300531.0	0.73
chr11	77300557.0	77300559.0	0.7
chr11	77300559.0	77300561.0	0.96
chr11	77300743.0	77300745.0	0.62
chr11	77300762.0	77300764.0	0.51
chr11	77301138.0	77301140.0	0.54
chr11	77301389.0	77301391.0	0.81
chr11	77301495.0	77301497.0	0.69
chr11	77303974.0	77303976.0	0.97
chr11	77313685.0	77313687.0	0.89
chr11	77314722.0	77314724.0	0.89
chr11	77314956.0	77314958.0	0.89
chr11	77320502.0	77320504.0	0.69
chr11	77327982.0	77327984.0	0.77
chr11	77346118.0	77346120.0	0.88
chr11	77348024.0	77348026.0	0.87
chr11	77348200.0	77348202.0	0.8
chr11	77348242.0	77348244.0	0.95
chr11	77348599.0	77348601.0	0.94
chr11	77348732.0	77348734.0	0.96
chr11	77348810.0	77348812.0	0.72
chr11	77348849.0	77348851.0	0.88
chr11	77348872.0	77348874.0	0.89
chr11	77348883.0	77348885.0	0.65
chr11	77348886.0	77348888.0	0.81
chr11	77348923.0	77348925.0	0.76
chr11	77348940.0	77348942.0	0.95
chr11	77348957.0	77348959.0	0.94
chr11	77349089.0	77349091.0	0.69
chr11	77350305.0	77350307.0	0.92
chr11	77351192.0	77351194.0	0.79
chr11	77377925.0	77377927.0	0.89
chr11	77382064.0	77382066.0	0.77
chr11	77443625.0	77443627.0	0.9
chr11	77445971.0	77445973.0	0.91
chr11	77446073.0	77446075.0	0.91
chr11	77446158.0	77446160.0	0.94
chr11	77448077.0	77448079.0	0.97
chr11	77521811.0	77521813.0	0.9
chr11	77522738.0	77522740.0	0.66
chr11	77524647.0	77524649.0	0.9
chr11	77524703.0	77524705.0	0.01
chr11	77524765.0	77524767.0	0.14
chr11	77524809.0	77524811.0	0.15
chr11	77528438.0	77528440.0	0.86
chr11	77530667.0	77530669.0	0.92
chr11	77531390.0	77531392.0	0.74
chr11	77531842.0	77531844.0	0.67
chr11	77531852.0	77531854.0	0.96
chr11	77531884.0	77531886.0	0.9
chr11	77532173.0	77532175.0	0.98
chr11	77532181.0	77532183.0	0.97
chr11	77532199.0	77532201.0	0.97
chr11	77532225.0	77532227.0	0.9
chr11	77532706.0	77532708.0	0.85
chr11	77532734.0	77532736.0	0.59
chr11	77532771.0	77532773.0	0.66
chr11	77533212.0	77533214.0	0.97
chr11	77534496.0	77534498.0	0.97
chr11	77574319.0	77574321.0	0.84
chr11	77589971.0	77589973.0	0.77
chr11	77595032.0	77595034.0	0.48
chr11	77597625.0	77597627.0	0.86
chr11	77644764.0	77644766.0	0.98
chr11	77702010.0	77702012.0	0.86
chr11	77705487.0	77705489.0	0.97
chr11	77706001.0	77706003.0	0.63
chr11	77706181.0	77706183.0	0.92
chr11	77708245.0	77708247.0	0.75
chr11	77727187.0	77727189.0	0.65
chr11	77728125.0	77728127.0	0.57
chr11	77728164.0	77728166.0	0.56
chr11	77728179.0	77728181.0	0.61
chr11	77731847.0	77731849.0	0.59
chr11	77734205.0	77734207.0	0.56
chr11	77734279.0	77734281.0	0.6
chr11	77734333.0	77734335.0	0.4
chr11	77734489.0	77734491.0	0.55
chr11	77734743.0	77734745.0	0.89
chr11	77741872.0	77741874.0	0.87
chr11	77751172.0	77751174.0	0.78
chr11	77757286.0	77757288.0	0.57
chr11	77757382.0	77757384.0	0.68
chr11	77757449.0	77757451.0	0.8
chr11	77773923.0	77773925.0	0.88
chr11	77774336.0	77774338.0	0.94
chr11	77774866.0	77774868.0	0.92
chr11	77774885.0	77774887.0	0.75
chr11	77775043.0	77775045.0	0.78
chr11	77776606.0	77776608.0	0.91
chr11	77780018.0	77780020.0	0.72
chr11	77787847.0	77787849.0	0.88
chr11	77789246.0	77789248.0	0.84
chr11	77789466.0	77789468.0	0.96
chr11	77790359.0	77790361.0	0.86
chr11	77790612.0	77790614.0	0.92
chr11	77790795.0	77790797.0	0.98
chr11	77790847.0	77790849.0	0.97
chr11	77790850.0	77790852.0	0.95
chr11	77791010.0	77791012.0	0.89
chr11	77791069.0	77791071.0	0.94
chr11	77791236.0	77791238.0	0.81
chr11	77791289.0	77791291.0	0.93
chr11	77791297.0	77791299.0	0.98
chr11	77791375.0	77791377.0	0.96
chr11	77791507.0	77791509.0	0.88
chr11	77791800.0	77791802.0	0.91
chr11	77792714.0	77792716.0	0.83
chr11	77793763.0	77793765.0	0.97
chr11	77813233.0	77813235.0	0.94
chr11	77850392.0	77850394.0	0.55
chr11	77850818.0	77850820.0	0.96
chr11	77850843.0	77850845.0	0.89
chr11	77850886.0	77850888.0	0.8
chr11	77850907.0	77850909.0	0.98
chr11	77850961.0	77850963.0	0.97
chr11	77850976.0	77850978.0	0.88
chr11	77851043.0	77851045.0	0.8
chr11	77852879.0	77852881.0	0.95
chr11	77883837.0	77883839.0	0.77
chr11	77885409.0	77885411.0	0.33
chr11	77896926.0	77896928.0	0.81
chr11	77898784.0	77898786.0	0.9
chr11	77899046.0	77899048.0	0.9
chr11	77899564.0	77899566.0	0.81
chr11	77899572.0	77899574.0	0.95
chr11	77899727.0	77899729.0	0.94
chr11	77899765.0	77899767.0	0.85
chr11	77899775.0	77899777.0	0.89
chr11	77899777.0	77899779.0	0.91
chr11	77899780.0	77899782.0	0.32
chr11	77899897.0	77899899.0	0.6
chr11	77899909.0	77899911.0	0.77
chr11	77900022.0	77900024.0	0.93
chr11	77903616.0	77903618.0	0.86
chr11	77906502.0	77906504.0	0.95
chr11	77907223.0	77907225.0	0.95
chr11	77907331.0	77907333.0	0.94
chr11	77907655.0	77907657.0	0.94
chr11	77908053.0	77908055.0	0.9
chr11	77908086.0	77908088.0	0.94
chr11	77910742.0	77910744.0	0.09
chr11	77918800.0	77918802.0	0.8
chr11	77920576.0	77920578.0	0.92
chr11	77920655.0	77920657.0	0.72
chr11	77920728.0	77920730.0	0.45
chr11	77921180.0	77921182.0	0.76
chr11	77921273.0	77921275.0	0.64
chr11	77921421.0	77921423.0	0.4
chr11	77921473.0	77921475.0	0.64
chr11	77921676.0	77921678.0	0.26
chr11	77925098.0	77925100.0	0.3
chr11	77927253.0	77927255.0	0.08
chr11	77939489.0	77939491.0	0.07
chr11	77941179.0	77941181.0	0.09
chr11	77973554.0	77973556.0	0.14
chr11	77979972.0	77979974.0	0.11
chr11	78024310.0	78024312.0	0.11
chr11	78029931.0	78029933.0	0.13
chr11	78052776.0	78052778.0	0.65
chr11	78052862.0	78052864.0	0.36
chr11	78053251.0	78053253.0	0.64
chr11	78053742.0	78053744.0	0.82
chr11	78061466.0	78061468.0	0.72
chr11	78075959.0	78075961.0	0.9
chr11	78092938.0	78092940.0	0.53
chr11	78094954.0	78094956.0	0.88
chr11	78110538.0	78110540.0	0.44
chr11	78125674.0	78125676.0	0.45
chr11	78127617.0	78127619.0	0.55
chr11	78128423.0	78128425.0	0.62
chr11	78128444.0	78128446.0	0.48
chr11	78128695.0	78128697.0	0.52
chr11	78129287.0	78129289.0	0.49
chr11	78129395.0	78129397.0	0.38
chr11	78130235.0	78130237.0	0.74
chr11	78131600.0	78131602.0	0.62
chr11	78131894.0	78131896.0	0.76
chr11	78136641.0	78136643.0	0.84
chr11	78147531.0	78147533.0	0.98
chr11	78175252.0	78175254.0	0.96
chr11	78180824.0	78180826.0	0.94
chr11	78215444.0	78215446.0	0.95
chr11	78261062.0	78261064.0	0.97
chr11	78269473.0	78269475.0	0.87
chr11	78281676.0	78281678.0	0.87
chr11	78285541.0	78285543.0	0.84
chr11	78285741.0	78285743.0	0.93
chr11	78285782.0	78285784.0	0.94
chr11	78285993.0	78285995.0	0.97
chr11	78286025.0	78286027.0	0.93
chr11	78286036.0	78286038.0	0.37
chr11	78286256.0	78286258.0	0.04
chr11	78286345.0	78286347.0	0.02
chr11	78288792.0	78288794.0	0.03
chr11	78306870.0	78306872.0	0.03
chr11	78357699.0	78357701.0	0.05
chr11	78365380.0	78365382.0	0.11
chr11	78368027.0	78368029.0	0.06
chr11	78369176.0	78369178.0	0.03
chr11	78369306.0	78369308.0	0.07
chr11	78369374.0	78369376.0	0.16
chr11	78371045.0	78371047.0	0.08
chr11	78372292.0	78372294.0	0.05
chr11	78380598.0	78380600.0	0.04
chr11	78380791.0	78380793.0	0.01
chr11	78380817.0	78380819.0	0.04
chr11	78381120.0	78381122.0	0.01
chr11	78381180.0	78381182.0	0.01
chr11	78381222.0	78381224.0	0.01
chr11	78383838.0	78383840.0	0.01
chr11	78386278.0	78386280.0	0.01
chr11	78387189.0	78387191.0	0.06
chr11	78387251.0	78387253.0	0.07
chr11	78387289.0	78387291.0	0.02
chr11	78387386.0	78387388.0	0.03
chr11	78387422.0	78387424.0	0.87
chr11	78387502.0	78387504.0	0.89
chr11	78387568.0	78387570.0	0.92
chr11	78394402.0	78394404.0	0.9
chr11	78400027.0	78400029.0	0.96
chr11	78402381.0	78402383.0	0.94
chr11	78413464.0	78413466.0	0.92
chr11	78413595.0	78413597.0	0.85
chr11	78413613.0	78413615.0	0.95
chr11	78414321.0	78414323.0	0.92
chr11	78426875.0	78426877.0	0.9
chr11	78470285.0	78470287.0	0.98
chr11	78480034.0	78480036.0	0.78
chr11	78496496.0	78496498.0	0.85
chr11	78497957.0	78497959.0	0.97
chr11	78497990.0	78497992.0	0.91
chr11	78498034.0	78498036.0	0.95
chr11	78509646.0	78509648.0	0.77
chr11	78512267.0	78512269.0	0.94
chr11	78521704.0	78521706.0	0.97
chr11	78530644.0	78530646.0	0.9
chr11	78534071.0	78534073.0	0.98
chr11	78534192.0	78534194.0	0.93
chr11	78542947.0	78542949.0	0.86
chr11	78549948.0	78549950.0	0.96
chr11	78551797.0	78551799.0	0.98
chr11	78555761.0	78555763.0	0.98
chr11	78568008.0	78568010.0	0.84
chr11	78579576.0	78579578.0	0.98
chr11	78590579.0	78590581.0	0.95
chr11	78596689.0	78596691.0	0.89
chr11	78612053.0	78612055.0	0.89
chr11	78612544.0	78612546.0	0.94
chr11	78614238.0	78614240.0	0.96
chr11	78614358.0	78614360.0	0.96
chr11	78614521.0	78614523.0	0.56
chr11	78616439.0	78616441.0	0.61
chr11	78638669.0	78638671.0	0.92
chr11	78673099.0	78673101.0	0.59
chr11	78677151.0	78677153.0	0.94
chr11	78737453.0	78737455.0	0.78
chr11	78738325.0	78738327.0	0.72
chr11	78756274.0	78756276.0	0.86
chr11	78761472.0	78761474.0	0.68
chr11	78764002.0	78764004.0	0.49
chr11	78771031.0	78771033.0	0.55
chr11	78780247.0	78780249.0	0.76
chr11	78780699.0	78780701.0	0.4
chr11	78900686.0	78900688.0	0.4
chr11	78904474.0	78904476.0	0.65
chr11	78948858.0	78948860.0	0.47
chr11	78974085.0	78974087.0	0.67
chr11	79130674.0	79130676.0	0.69
chr11	79140446.0	79140448.0	0.8
chr11	79145541.0	79145543.0	0.79
chr11	79608290.0	79608292.0	0.49
chr11	79868796.0	79868798.0	0.89
chr11	80125364.0	80125366.0	0.04
chr11	80167598.0	80167600.0	0.01
chr11	82400682.0	82400684.0	0.04
chr11	82400856.0	82400858.0	0.02
chr11	82401661.0	82401663.0	0.02
chr11	82403270.0	82403272.0	0.03
chr11	82430348.0	82430350.0	0.08
chr11	82440282.0	82440284.0	0.03
chr11	82443148.0	82443150.0	0.09
chr11	82443435.0	82443437.0	0.04
chr11	82443591.0	82443593.0	0.03
chr11	82443613.0	82443615.0	0.09
chr11	82443960.0	82443962.0	0.04
chr11	82444455.0	82444457.0	0.04
chr11	82444797.0	82444799.0	0.02
chr11	82444945.0	82444947.0	0.03
chr11	82445071.0	82445073.0	0.02
chr11	82445113.0	82445115.0	0.01
chr11	82445169.0	82445171.0	0.11
chr11	82446218.0	82446220.0	0.6
chr11	82525781.0	82525783.0	0.85
chr11	82535459.0	82535461.0	0.83
chr11	82569393.0	82569395.0	0.9
chr11	82575948.0	82575950.0	0.95
chr11	82586835.0	82586837.0	0.67
chr11	82609923.0	82609925.0	0.44
chr11	82611203.0	82611205.0	0.37
chr11	82611210.0	82611212.0	0.5
chr11	82611540.0	82611542.0	0.16
chr11	82611592.0	82611594.0	0.29
chr11	82611752.0	82611754.0	0.47
chr11	82612021.0	82612023.0	0.36
chr11	82612406.0	82612408.0	0.76
chr11	82612542.0	82612544.0	0.9
chr11	82612591.0	82612593.0	0.95
chr11	82612616.0	82612618.0	0.96
chr11	82612635.0	82612637.0	0.95
chr11	82612645.0	82612647.0	0.77
chr11	82612682.0	82612684.0	0.8
chr11	82612752.0	82612754.0	0.82
chr11	82612765.0	82612767.0	0.97
chr11	82612886.0	82612888.0	0.77
chr11	82615371.0	82615373.0	0.6
chr11	82620088.0	82620090.0	0.95
chr11	82645441.0	82645443.0	0.81
chr11	82681573.0	82681575.0	0.75
chr11	82689647.0	82689649.0	0.98
chr11	82693053.0	82693055.0	0.98
chr11	82708075.0	82708077.0	0.92
chr11	82718526.0	82718528.0	0.03
chr11	82735869.0	82735871.0	0.72
chr11	82745711.0	82745713.0	0.84
chr11	82756562.0	82756564.0	0.42
chr11	82769277.0	82769279.0	0.02
chr11	82781481.0	82781483.0	0.07
chr11	82782793.0	82782795.0	0.08
chr11	82782813.0	82782815.0	0.04
chr11	82782895.0	82782897.0	0.15
chr11	82782928.0	82782930.0	0.14
chr11	82782983.0	82782985.0	0.1
chr11	82783002.0	82783004.0	0.91
chr11	82783038.0	82783040.0	0.93
chr11	82783066.0	82783068.0	0.94
chr11	82783102.0	82783104.0	0.87
chr11	82783522.0	82783524.0	0.24
chr11	82783539.0	82783541.0	0.03
chr11	82783580.0	82783582.0	0.1
chr11	82783684.0	82783686.0	0.04
chr11	82804112.0	82804114.0	0.05
chr11	82829785.0	82829787.0	0.04
chr11	82865068.0	82865070.0	0.01
chr11	82867374.0	82867376.0	0.01
chr11	82867878.0	82867880.0	0.01
chr11	82867880.0	82867882.0	0.08
chr11	82867941.0	82867943.0	0.01
chr11	82867960.0	82867962.0	0.03
chr11	82868013.0	82868015.0	0.05
chr11	82868032.0	82868034.0	0.04
chr11	82868084.0	82868086.0	0.04
chr11	82868132.0	82868134.0	0.04
chr11	82868226.0	82868228.0	0.2
chr11	82868461.0	82868463.0	0.85
chr11	82868554.0	82868556.0	0.86
chr11	82868930.0	82868932.0	0.52
chr11	82871064.0	82871066.0	0.89
chr11	82902399.0	82902401.0	0.87
chr11	82904054.0	82904056.0	0.93
chr11	82904489.0	82904491.0	0.01
chr11	82904714.0	82904716.0	0.02
chr11	82904756.0	82904758.0	0.34
chr11	82904767.0	82904769.0	0.01
chr11	82905090.0	82905092.0	0.01
chr11	82905100.0	82905102.0	0.01
chr11	82905105.0	82905107.0	0.01
chr11	82905198.0	82905200.0	0.07
chr11	82905234.0	82905236.0	0.34
chr11	82905262.0	82905264.0	0.93
chr11	82905544.0	82905546.0	0.89
chr11	82905708.0	82905710.0	0.64
chr11	82905827.0	82905829.0	0.68
chr11	82909564.0	82909566.0	0.03
chr11	82968956.0	82968958.0	0.04
chr11	82993271.0	82993273.0	0.07
chr11	82996472.0	82996474.0	0.03
chr11	82996778.0	82996780.0	0.02
chr11	82997030.0	82997032.0	0.02
chr11	82997075.0	82997077.0	0.04
chr11	82997206.0	82997208.0	0.29
chr11	82997368.0	82997370.0	0.11
chr11	82997379.0	82997381.0	0.04
